"","candidate","district","borough","votes","party","ssd.win"
"33.CURTIS SLIWA","CURTIS SLIWA","33","Kings County",2,"Write-In2837",0
"33.DAN HORWITZ","DAN HORWITZ","33","Kings County",1,"Write-In2838",0
"33.DAN J MALOUANY","DAN J MALOUANY","33","Kings County",1,"Write-In2839",0
"33.DAN WOHL","DAN WOHL","33","Kings County",1,"Write-In2840",0
"33.DANIEL EARL MITCHELL","DANIEL EARL MITCHELL","33","Kings County",1,"Write-In2841",0
"33.DANIEL ERICKSON","DANIEL ERICKSON","33","Kings County",1,"Write-In2842",0
"33.DANIEL MUN","DANIEL MUN","33","Kings County",1,"Write-In2843",0
"33.DAVE BALL","DAVE BALL","33","Kings County",1,"Write-In2844",0
"33.DAVID DUANE","DAVID DUANE","33","Kings County",1,"Write-In2845",0
"33.DAVID KRAMER","DAVID KRAMER","33","Kings County",1,"Write-In2846",0
"33.DAVID M. CARR","DAVID M. CARR","33","Kings County",1,"Write-In2847",0
"33.DAVID NEIDERMAN","DAVID NEIDERMAN","33","Kings County",2,"Write-In2848",0
"33.DAVID NIEDERMAN","DAVID NIEDERMAN","33","Kings County",5,"Write-In2849",0
"33.DAVID SILVA","DAVID SILVA","33","Kings County",1,"Write-In2850",0
"33.DAVID STEIN","DAVID STEIN","33","Kings County",1,"Write-In2851",0
"33.DEBRA HARRIS","DEBRA HARRIS","33","Kings County",1,"Write-In2852",0
"33.DENISE JOHNSON","DENISE JOHNSON","33","Kings County",1,"Write-In2853",0
"33.DEREK JETER","DEREK JETER","33","Kings County",1,"Write-In2854",0
"33.DOMENIQ GINEMOD","DOMENIQ GINEMOD","33","Kings County",1,"Write-In2855",0
"33.DONALD J. TRUMP","DONALD J. TRUMP","33","Kings County",11,"Write-In2856",0
"33.DONALD TRUMP JR","DONALD TRUMP JR","33","Kings County",1,"Write-In2857",0
"33.EDWARD AMINOV","EDWARD AMINOV","33","Kings County",1,"Write-In2858",0
"33.EDWARD BRADLY","EDWARD BRADLY","33","Kings County",1,"Write-In2859",0
"33.ELIZABETH DAVIS","ELIZABETH DAVIS","33","Kings County",2,"Write-In2860",0
"33.ELLIOT COSGROVE","ELLIOT COSGROVE","33","Kings County",1,"Write-In2861",0
"33.ELON MUSK","ELON MUSK","33","Kings County",1,"Write-In2862",0
"33.ELY SIMCHAM","ELY SIMCHAM","33","Kings County",1,"Write-In2863",0
"33.EMILY BIGSBY","EMILY BIGSBY","33","Kings County",1,"Write-In2864",0
"33.ERIC ADAMS","ERIC ADAMS","33","Kings County",2,"Write-In2865",0
"33.ERIC L. ADAMS","ERIC L. ADAMS","33","Kings County",20,"Write-In2866",0
"33.ERIK TONNESOL","ERIK TONNESOL","33","Kings County",1,"Write-In2867",0
"33.ERROL LEWIS","ERROL LEWIS","33","Kings County",1,"Write-In2868",0
"33.ESTI FRIEDMAN","ESTI FRIEDMAN","33","Kings County",1,"Write-In2869",0
"33.EZRA KLIEN","EZRA KLIEN","33","Kings County",1,"Write-In2870",0
"33.FAIGY MUTZEN","FAIGY MUTZEN","33","Kings County",1,"Write-In2871",0
"33.FENNY ROSENBERYEA","FENNY ROSENBERYEA","33","Kings County",1,"Write-In2872",0
"33.FRANK COGLIANO","FRANK COGLIANO","33","Kings County",1,"Write-In2873",0
"33.FRANK P CARBONE","FRANK P CARBONE","33","Kings County",1,"Write-In2874",0
"33.FRANKLIN STONE","FRANKLIN STONE","33","Kings County",1,"Write-In2875",0
"33.FRITZ MARKOS","FRITZ MARKOS","33","Kings County",1,"Write-In2876",0
"33.GENE SZYMAUSKI","GENE SZYMAUSKI","33","Kings County",1,"Write-In2877",0
"33.GEORGE CAMBAS","GEORGE CAMBAS","33","Kings County",1,"Write-In2878",0
"33.GEORGE LOPEZ","GEORGE LOPEZ","33","Kings County",1,"Write-In2879",0
"33.GEORGE PATAKI","GEORGE PATAKI","33","Kings County",1,"Write-In2880",0
"33.GEORGIA P. MILSTEIN","GEORGIA P. MILSTEIN","33","Kings County",1,"Write-In2881",0
"33.GONZALO DURAN","GONZALO DURAN","33","Kings County",1,"Write-In2882",0
"33.GORDAN MCLEAN","GORDAN MCLEAN","33","Kings County",1,"Write-In2883",0
"33.GRANT EVERIST","GRANT EVERIST","33","Kings County",1,"Write-In2884",0
"33.GRANT JANART","GRANT JANART","33","Kings County",1,"Write-In2885",0
"33.GRAYSON KANE WISE","GRAYSON KANE WISE","33","Kings County",1,"Write-In2886",0
"33.HARRY HIRSCB","HARRY HIRSCB","33","Kings County",1,"Write-In2887",0
"33.HARVEY EPSTEIN","HARVEY EPSTEIN","33","Kings County",1,"Write-In2888",0
"33.HARVEY PORIO","HARVEY PORIO","33","Kings County",2,"Write-In2889",0
"33.HATTIE BOLLERMAN","HATTIE BOLLERMAN","33","Kings County",1,"Write-In2890",0
"33.HEATHER LETZKUS","HEATHER LETZKUS","33","Kings County",1,"Write-In2891",0
"33.HENACH DUSHINSKY","HENACH DUSHINSKY","33","Kings County",1,"Write-In2892",0
"33.HERMAN SOFER","HERMAN SOFER","33","Kings County",1,"Write-In2893",0
"33.HERSHY SHCWARTZ","HERSHY SHCWARTZ","33","Kings County",1,"Write-In2894",0
"33.HERSHY TISCHER","HERSHY TISCHER","33","Kings County",1,"Write-In2895",0
"33.HIND RAJAB","HIND RAJAB","33","Kings County",1,"Write-In2896",0
"33.HOWARD FELBERG","HOWARD FELBERG","33","Kings County",1,"Write-In2897",0
"33.IAN HYLAND","IAN HYLAND","33","Kings County",1,"Write-In2898",0
"33.ILLYEDI RAMIREZ","ILLYEDI RAMIREZ","33","Kings County",1,"Write-In2899",0
"33.ISAAC DASKAL","ISAAC DASKAL","33","Kings County",1,"Write-In2900",0
"33.ISAAC HISSALE","ISAAC HISSALE","33","Kings County",1,"Write-In2901",0
"33.ISAAC WALDMAN","ISAAC WALDMAN","33","Kings County",1,"Write-In2902",0
"33.ISAAC WALDNAN","ISAAC WALDNAN","33","Kings County",6,"Write-In2903",0
"33.ISCAL WEINSTOCK","ISCAL WEINSTOCK","33","Kings County",1,"Write-In2904",0
"33.JACK BLACK","JACK BLACK","33","Kings County",1,"Write-In2905",0
"33.JACK CIATTARELLI","JACK CIATTARELLI","33","Kings County",1,"Write-In2906",0
"33.JACK M ROSENFIELD","JACK M ROSENFIELD","33","Kings County",1,"Write-In2907",0
"33.JACK SCHNERDER","JACK SCHNERDER","33","Kings County",1,"Write-In2908",0
"33.JACOB FRANK","JACOB FRANK","33","Kings County",1,"Write-In2909",0
"33.JACOB KATZ","JACOB KATZ","33","Kings County",1,"Write-In2910",0
"33.JADE ADAMSON","JADE ADAMSON","33","Kings County",1,"Write-In2911",0
"33.JALEN BRUNSON","JALEN BRUNSON","33","Kings County",1,"Write-In2912",0
"33.JAMES HULAK","JAMES HULAK","33","Kings County",1,"Write-In2913",0
"33.JAMES LINDSAY","JAMES LINDSAY","33","Kings County",1,"Write-In2914",0
"33.JAMIE CARTER","JAMIE CARTER","33","Kings County",1,"Write-In2915",0
"33.JANINE ACQUAFREDDA","JANINE ACQUAFREDDA","33","Kings County",1,"Write-In2916",0
"33.JANINE MALOUNEY","JANINE MALOUNEY","33","Kings County",1,"Write-In2917",0
"33.JARED SCHERMER","JARED SCHERMER","33","Kings County",1,"Write-In2918",0
"33.JEBY KAMPIL","JEBY KAMPIL","33","Kings County",1,"Write-In2919",0
"33.JEFF VALCOURT","JEFF VALCOURT","33","Kings County",1,"Write-In2920",0
"33.JEFFERY BOLLESMAN","JEFFERY BOLLESMAN","33","Kings County",1,"Write-In2921",0
"33.JEN MACSOUD","JEN MACSOUD","33","Kings County",1,"Write-In2922",0
"33.JENNA PEARLSON","JENNA PEARLSON","33","Kings County",1,"Write-In2923",0
"33.JENNIFER MATHEWS","JENNIFER MATHEWS","33","Kings County",1,"Write-In2924",0
"33.JESSY H SIAH","JESSY H SIAH","33","Kings County",1,"Write-In2925",0
"33.JIM WALDEN","JIM WALDEN","33","Kings County",3,"Write-In2926",0
"33.JOAN MILLMAN","JOAN MILLMAN","33","Kings County",1,"Write-In2927",0
"33.JOANN ARIOLA","JOANN ARIOLA","33","Kings County",1,"Write-In2928",0
"33.JOANNE KRVPE","JOANNE KRVPE","33","Kings County",1,"Write-In2929",0
"33.JOE LENTOL","JOE LENTOL","33","Kings County",16,"Write-In2930",0
"33.JOE LHOTA","JOE LHOTA","33","Kings County",1,"Write-In2931",0
"33.JOEL ISDORFER","JOEL ISDORFER","33","Kings County",1,"Write-In2932",0
"33.JOEL KOHN","JOEL KOHN","33","Kings County",1,"Write-In2933",0
"33.JOHN KASPER","JOHN KASPER","33","Kings County",1,"Write-In2934",0
"33.JOHN LINDSAY","JOHN LINDSAY","33","Kings County",1,"Write-In2935",0
"33.JOHN SMITH","JOHN SMITH","33","Kings County",1,"Write-In2936",0
"33.JON HAGGARD","JON HAGGARD","33","Kings County",1,"Write-In2937",0
"33.JOSEPH LEBOVITS","JOSEPH LEBOVITS","33","Kings County",1,"Write-In2938",0
"33.JOSEPH OLSZENSER","JOSEPH OLSZENSER","33","Kings County",1,"Write-In2939",0
"33.JOSEPH R. BIDEN","JOSEPH R. BIDEN","33","Kings County",2,"Write-In2940",0
"33.JOSEPH SUDAL","JOSEPH SUDAL","33","Kings County",1,"Write-In2941",0
"33.JOSEPH TELLER","JOSEPH TELLER","33","Kings County",2,"Write-In2942",0
"33.JOSH BANO","JOSH BANO","33","Kings County",1,"Write-In2943",0
"33.JOSH GELZ","JOSH GELZ","33","Kings County",1,"Write-In2944",0
"33.JUSTIN POLLACK","JUSTIN POLLACK","33","Kings County",1,"Write-In2945",0
"33.JUSTIN STEVENS","JUSTIN STEVENS","33","Kings County",1,"Write-In2946",0
"33.KAITLIN WALSH","KAITLIN WALSH","33","Kings County",1,"Write-In2947",0
"33.KALMEN YEGER","KALMEN YEGER","33","Kings County",1,"Write-In2948",0
"33.KAREN ROBINSON","KAREN ROBINSON","33","Kings County",1,"Write-In2949",0
"33.KEITH ARONOW","KEITH ARONOW","33","Kings County",1,"Write-In2950",0
"33.KERITH J ALAOUI","KERITH J ALAOUI","33","Kings County",1,"Write-In2951",0
"33.KERRY STINSON","KERRY STINSON","33","Kings County",1,"Write-In2952",0
"33.KEVIN LEE","KEVIN LEE","33","Kings County",1,"Write-In2953",0
"33.KEVIN LOEW","KEVIN LOEW","33","Kings County",1,"Write-In2954",0
"33.KEVIN VILLCERT","KEVIN VILLCERT","33","Kings County",1,"Write-In2955",0
"33.KEVIN ZIELINSKI","KEVIN ZIELINSKI","33","Kings County",1,"Write-In2956",0
"33.KRIS LIAKOS","KRIS LIAKOS","33","Kings County",1,"Write-In2957",0
"33.LAEL GOODMAN","LAEL GOODMAN","33","Kings County",1,"Write-In2958",0
"33.LAMAR JACKSON","LAMAR JACKSON","33","Kings County",1,"Write-In2959",0
"33.LAURA SAFT","LAURA SAFT","33","Kings County",1,"Write-In2960",0
"33.LAURA STEPP","LAURA STEPP","33","Kings County",1,"Write-In2961",0
"33.LAZER KALISCH","LAZER KALISCH","33","Kings County",1,"Write-In2962",0
"33.LEE BEDFORD","LEE BEDFORD","33","Kings County",2,"Write-In2963",0
"33.LEE ZELDIN","LEE ZELDIN","33","Kings County",2,"Write-In2964",0
"33.LIAM NAUGHTON","LIAM NAUGHTON","33","Kings County",1,"Write-In2965",0
"33.Lincoln Restler","Lincoln Restler","33","Kings County",49965,"Democratic and Working Families",1
"33.LINDA QUARLES","LINDA QUARLES","33","Kings County",1,"Write-In2966",0
"33.LOUISE HEWITT","LOUISE HEWITT","33","Kings County",1,"Write-In2967",0
"33.LYN TRIOLO","LYN TRIOLO","33","Kings County",1,"Write-In2968",0
"33.LYNN UZZO","LYNN UZZO","33","Kings County",1,"Write-In2969",0
"33.MALKA GREEN","MALKA GREEN","33","Kings County",1,"Write-In2970",0
"33.MAREK CYPARSKI","MAREK CYPARSKI","33","Kings County",1,"Write-In2971",0
"33.MARLON PETERSON","MARLON PETERSON","33","Kings County",1,"Write-In2972",0
"33.MARTHA ROWEN","MARTHA ROWEN","33","Kings County",4,"Write-In2973",0
"33.MARY O'BRIEN","MARY O'BRIEN","33","Kings County",1,"Write-In2974",0
"33.MATHER FISCH","MATHER FISCH","33","Kings County",1,"Write-In2975",0
"33.MATT BEVINTON","MATT BEVINTON","33","Kings County",1,"Write-In2976",0
"33.MATTHEW GASDU","MATTHEW GASDU","33","Kings County",1,"Write-In2977",0
"33.MATTY FLEISHARP","MATTY FLEISHARP","33","Kings County",1,"Write-In2978",0
"33.MATTY GREEN","MATTY GREEN","33","Kings County",1,"Write-In2979",0
"33.MAYA KORNBERG","MAYA KORNBERG","33","Kings County",2,"Write-In2980",0
"33.MAYER ROCHLITZ","MAYER ROCHLITZ","33","Kings County",1,"Write-In2981",0
"33.MELLISSA ROSENFIELD","MELLISSA ROSENFIELD","33","Kings County",1,"Write-In2982",0
"33.MERRILL R GASSERT","MERRILL R GASSERT","33","Kings County",1,"Write-In2983",0
"33.MEYER SCHWARTZ","MEYER SCHWARTZ","33","Kings County",1,"Write-In2984",0
"33.MICHAEL BAMAH","MICHAEL BAMAH","33","Kings County",2,"Write-In2985",0
"33.MICHAEL BLOOMBERG","MICHAEL BLOOMBERG","33","Kings County",5,"Write-In2986",0
"33.MICHAEL CONNOLLY","MICHAEL CONNOLLY","33","Kings County",1,"Write-In2987",0
"33.MICHAEL HOFFMAN SR.","MICHAEL HOFFMAN SR.","33","Kings County",1,"Write-In2988",0
"33.MICHAEL L PALLADINO","MICHAEL L PALLADINO","33","Kings County",2,"Write-In2989",0
"33.MICHAEL TOWERS","MICHAEL TOWERS","33","Kings County",1,"Write-In2990",0
"33.MICHAEL WOODWARD","MICHAEL WOODWARD","33","Kings County",1,"Write-In2991",0
"33.MIERAM LINDNER","MIERAM LINDNER","33","Kings County",1,"Write-In2992",0
"33.MIKAELA GAFFEY","MIKAELA GAFFEY","33","Kings County",1,"Write-In2993",0
"33.MOISHE GROSS","MOISHE GROSS","33","Kings County",1,"Write-In2994",0
"33.MOISHE MARGARETER","MOISHE MARGARETER","33","Kings County",1,"Write-In2995",0
"33.MONER MOSA","MONER MOSA","33","Kings County",1,"Write-In2996",0
"33.MORDECHAI LEBOWITZ","MORDECHAI LEBOWITZ","33","Kings County",1,"Write-In2997",0
"33.MORGAN SANDLER","MORGAN SANDLER","33","Kings County",1,"Write-In2998",0
"33.MOSH D NIDDERMAN","MOSH D NIDDERMAN","33","Kings County",1,"Write-In2999",0
"33.MOSHA WEINBERGER","MOSHA WEINBERGER","33","Kings County",1,"Write-In3000",0
"33.MOSHE DAVID NIDERMAN","MOSHE DAVID NIDERMAN","33","Kings County",1,"Write-In3001",0
"33.MOSHE GROSS","MOSHE GROSS","33","Kings County",2,"Write-In3002",0
"33.MOSHE INDIG","MOSHE INDIG","33","Kings County",2,"Write-In3003",0
"33.MOSHE NIDERMAN","MOSHE NIDERMAN","33","Kings County",1,"Write-In3004",0
"33.MOSHE WEISS","MOSHE WEISS","33","Kings County",2,"Write-In3005",0
"33.MYKAT MARLEY","MYKAT MARLEY","33","Kings County",1,"Write-In3006",0
"33.NAFEALI INDIG","NAFEALI INDIG","33","Kings County",1,"Write-In3007",0
"33.NANCY BURNS","NANCY BURNS","33","Kings County",1,"Write-In3008",0
"33.NEAL MCKNIGHT","NEAL MCKNIGHT","33","Kings County",1,"Write-In3009",0
"33.NEWMAN DUBE","NEWMAN DUBE","33","Kings County",1,"Write-In3010",0
"33.NICHOLAS BLACK","NICHOLAS BLACK","33","Kings County",1,"Write-In3011",0
"33.NOELLE CAMPBELL","NOELLE CAMPBELL","33","Kings County",1,"Write-In3012",0
"33.NOELLE COLEMAN","NOELLE COLEMAN","33","Kings County",2,"Write-In3013",0
"33.OLIVER CROMWELL","OLIVER CROMWELL","33","Kings County",1,"Write-In3014",0
"33.OLIVIA THARP","OLIVIA THARP","33","Kings County",1,"Write-In3015",0
"33.OWEN GLICKSTEIN","OWEN GLICKSTEIN","33","Kings County",1,"Write-In3016",0
"33.PADDY O'SULLIVAN","PADDY O'SULLIVAN","33","Kings County",1,"Write-In3017",0
"33.PAPERBOY LOVE PRINCE","PAPERBOY LOVE PRINCE","33","Kings County",1,"Write-In3018",0
"33.PATRICK BATEMAN","PATRICK BATEMAN","33","Kings County",1,"Write-In3019",0
"33.PATRICK DORAN","PATRICK DORAN","33","Kings County",1,"Write-In3020",0
"33.PETER PROCIDA","PETER PROCIDA","33","Kings County",3,"Write-In3021",0
"33.PINCHES RINGEL","PINCHES RINGEL","33","Kings County",2,"Write-In3022",0
"33.PISHEL SOFER","PISHEL SOFER","33","Kings County",1,"Write-In3023",0
"33.PUPA REBBA","PUPA REBBA","33","Kings County",1,"Write-In3024",0
"33.RACHAEL STERN","RACHAEL STERN","33","Kings County",1,"Write-In3025",0
"33.RACHEL BRANCH","RACHEL BRANCH","33","Kings County",1,"Write-In3026",0
"33.RAIZY FRIED","RAIZY FRIED","33","Kings County",1,"Write-In3027",0
"33.RANER KATZ","RANER KATZ","33","Kings County",1,"Write-In3028",0
"33.RICHARD BARTOW CHURCH","RICHARD BARTOW CHURCH","33","Kings County",1,"Write-In3029",0
"33.RICHARD SCHWARTZ","RICHARD SCHWARTZ","33","Kings County",1,"Write-In3030",0
"33.ROBERT DICOSTAMZA","ROBERT DICOSTAMZA","33","Kings County",1,"Write-In3031",0
"33.ROKI OHTANI","ROKI OHTANI","33","Kings County",1,"Write-In3032",0
"33.ROSNEL HIRSRH","ROSNEL HIRSRH","33","Kings County",1,"Write-In3033",0
"33.RUDY GIULIANI","RUDY GIULIANI","33","Kings County",1,"Write-In3034",0
"33.SABRINA GATES","SABRINA GATES","33","Kings County",18,"Write-In3035",0
"33.SABRING GATES","SABRING GATES","33","Kings County",1,"Write-In3036",0
"33.SAMUEL DAVID SULLIVAN","SAMUEL DAVID SULLIVAN","33","Kings County",1,"Write-In3037",0
"33.SARAH ADLER","SARAH ADLER","33","Kings County",1,"Write-In3038",0
"33.SARAH ELISE DOMINGUEZ","SARAH ELISE DOMINGUEZ","33","Kings County",1,"Write-In3039",0
"33.SCOTT SOLOSH","SCOTT SOLOSH","33","Kings County",1,"Write-In3040",0
"33.SERG LIPPE","SERG LIPPE","33","Kings County",1,"Write-In3041",0
"33.SETH SEVERINO","SETH SEVERINO","33","Kings County",1,"Write-In3042",0
"33.SHARI HYMAN","SHARI HYMAN","33","Kings County",2,"Write-In3043",0
"33.SHAVEL ADLOR","SHAVEL ADLOR","33","Kings County",1,"Write-In3044",0
"33.SHEKINAH ASHE","SHEKINAH ASHE","33","Kings County",1,"Write-In3045",0
"33.SHLOM CROLD","SHLOM CROLD","33","Kings County",1,"Write-In3046",0
"33.SIMON JOYEAUX","SIMON JOYEAUX","33","Kings County",1,"Write-In3047",0
"33.SIMON WEISER","SIMON WEISER","33","Kings County",2,"Write-In3048",0
"33.SOLOMON BATCH","SOLOMON BATCH","33","Kings County",1,"Write-In3049",0
"33.SOLOMON FOLLMAN","SOLOMON FOLLMAN","33","Kings County",1,"Write-In3050",0
"33.SRMILU SCHLELZINGER","SRMILU SCHLELZINGER","33","Kings County",1,"Write-In3051",0
"33.STEPHEN COHEN","STEPHEN COHEN","33","Kings County",1,"Write-In3052",0
"33.STEPHEN LEVIN","STEPHEN LEVIN","33","Kings County",2,"Write-In3053",0
"33.STEVEN ADAMS","STEVEN ADAMS","33","Kings County",1,"Write-In3054",0
"33.STEVEN LEVIN","STEVEN LEVIN","33","Kings County",2,"Write-In3055",0
"33.STEVESON PORT BELL","STEVESON PORT BELL","33","Kings County",1,"Write-In3056",0
"33.TAMARA L HOTA","TAMARA L HOTA","33","Kings County",1,"Write-In3057",0
"33.TAN ZIELONKA","TAN ZIELONKA","33","Kings County",1,"Write-In3058",0
"33.TARA NEUMAN","TARA NEUMAN","33","Kings County",1,"Write-In3059",0
"33.THOMAS SMALL","THOMAS SMALL","33","Kings County",1,"Write-In3060",0
"33.THOMAS TESTAGROSSA","THOMAS TESTAGROSSA","33","Kings County",1,"Write-In3061",0
"33.TIFFANY KAHN","TIFFANY KAHN","33","Kings County",1,"Write-In3062",0
"33.TIM HENRY","TIM HENRY","33","Kings County",1,"Write-In3063",0
"33.TOBA POTASKY","TOBA POTASKY","33","Kings County",1,"Write-In3064",0
"33.TOVIA GROSS","TOVIA GROSS","33","Kings County",1,"Write-In3065",0
"33.TRAE YOUNG","TRAE YOUNG","33","Kings County",1,"Write-In3066",0
"33.TRINA MCKEEVER","TRINA MCKEEVER","33","Kings County",2,"Write-In3067",0
"33.TULI ITZKOVITZ","TULI ITZKOVITZ","33","Kings County",1,"Write-In3068",0
"33.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","33","Kings County",326,"Write-In3069",0
"33.USHER TOPUCHI","USHER TOPUCHI","33","Kings County",1,"Write-In3070",0
"33.VERONIQUE VICERD","VERONIQUE VICERD","33","Kings County",1,"Write-In3071",0
"33.VICKIE PALADINO","VICKIE PALADINO","33","Kings County",1,"Write-In3072",0
"33.VICKY VOSSEN","VICKY VOSSEN","33","Kings County",1,"Write-In3073",0
"33.VICTOR SCHLESINGER","VICTOR SCHLESINGER","33","Kings County",1,"Write-In3074",0
"33.VICTORIA CAMBRANES","VICTORIA CAMBRANES","33","Kings County",2,"Write-In3075",0
"33.VINICIUS VIEIRA","VINICIUS VIEIRA","33","Kings County",1,"Write-In3076",0
"33.VIVEK SHARMA","VIVEK SHARMA","33","Kings County",1,"Write-In3077",0
"33.WES JACOB SIMON","WES JACOB SIMON","33","Kings County",1,"Write-In3078",0
"33.WILLIAM O'NEIL III","WILLIAM O'NEIL III","33","Kings County",1,"Write-In3079",0
"33.WILLIAM P. O'NEILL","WILLIAM P. O'NEILL","33","Kings County",1,"Write-In3080",0
"33.WOLF KATZ","WOLF KATZ","33","Kings County",1,"Write-In3081",0
"33.YANKO WEISS","YANKO WEISS","33","Kings County",1,"Write-In3082",0
"33.YIDEL DOMB","YIDEL DOMB","33","Kings County",2,"Write-In3083",0
"33.YIOL FREIDMAN","YIOL FREIDMAN","33","Kings County",1,"Write-In3084",0
"33.YOSEF SCHWIMMER","YOSEF SCHWIMMER","33","Kings County",2,"Write-In3085",0
"33.YOSSI GESTETNER","YOSSI GESTETNER","33","Kings County",1,"Write-In3086",0
"33.YOSSI GESTTETMAN","YOSSI GESTTETMAN","33","Kings County",2,"Write-In3087",0
"33.YOSSI ROSENBER","YOSSI ROSENBER","33","Kings County",1,"Write-In3088",0
"33.YOSSI SCHWARTZ","YOSSI SCHWARTZ","33","Kings County",1,"Write-In3089",0
"33.YOUSEF ROSENBERG","YOUSEF ROSENBERG","33","Kings County",1,"Write-In3090",0
"33.ZOHRAN KWAME MAMDANI","ZOHRAN KWAME MAMDANI","33","Kings County",3,"Write-In3091",0
"34.ADAM FREELAND","ADAM FREELAND","34","Queens County",1,"Write-In3092",0
"34.ALAN WATT","ALAN WATT","34","Kings County",1,"Write-In3093",0
"34.ALBERT WARECKI","ALBERT WARECKI","34","Kings County",1,"Write-In3094",0
"34.ALEX MERI","ALEX MERI","34","Kings County",1,"Write-In3095",0
"34.ALEXANDER WEINER","ALEXANDER WEINER","34","Kings County",1,"Write-In3096",0
"34.ALICIA V. VAICHUNAS","ALICIA V. VAICHUNAS","34","Queens County",1,"Write-In3097",0
"34.ALLEN DAVIDSON","ALLEN DAVIDSON","34","Kings County",1,"Write-In3098",0
"34.ALLEN HAULON WANG","ALLEN HAULON WANG","34","Queens County",1,"Write-In3099",0
"34.ANDREAS BOJMANA","ANDREAS BOJMANA","34","Kings County",1,"Write-In3100",0
"34.ANDREW BRADFORD","ANDREW BRADFORD","34","Kings County",1,"Write-In3101",0
"34.ANDREW M. CUOMO","ANDREW M. CUOMO","34","Kings County and Queens County",3,"Write-In3102",0
"34.ANDY CROSBY","ANDY CROSBY","34","Kings County",1,"Write-In3103",0
"34.ANGELO MASULLO","ANGELO MASULLO","34","Kings County",1,"Write-In3104",0
"34.ANTHONY HOYOS","ANTHONY HOYOS","34","Kings County",1,"Write-In3105",0
"34.ANTHONY RAUKIS","ANTHONY RAUKIS","34","Queens County",1,"Write-In3106",0
"34.AURORA LEIGH","AURORA LEIGH","34","Kings County",1,"Write-In3107",0
"34.AVIGDOR MILLER","AVIGDOR MILLER","34","Kings County",1,"Write-In3108",0
"34.BELA REY-KISS","BELA REY-KISS","34","Kings County",1,"Write-In3109",0
"34.BELLA ENRIQUEZ","BELLA ENRIQUEZ","34","Kings County",1,"Write-In3110",0
"34.BENJAMIN E. FUNKHOUSER","BENJAMIN E. FUNKHOUSER","34","Queens County",1,"Write-In3111",0
"34.BEPEN NEUPANE","BEPEN NEUPANE","34","Kings County",1,"Write-In3112",0
"34.CHARLES POST","CHARLES POST","34","Queens County",1,"Write-In3113",0
"34.CHAYA STAVBER","CHAYA STAVBER","34","Kings County",1,"Write-In3114",0
"34.CHI AJANI OSSE","CHI AJANI OSSE","34","Kings County",2,"Write-In3115",0
"34.CHISTAN LAU","CHISTAN LAU","34","Kings County",1,"Write-In3116",0
"34.CHRISTOPHER MATLAND","CHRISTOPHER MATLAND","34","Kings County",1,"Write-In3117",0
"34.CURTIS A. SLIWA","CURTIS A. SLIWA","34","Kings County and Queens County",10,"Write-In3118",0
"34.DANIEL GARODNICK","DANIEL GARODNICK","34","Kings County",1,"Write-In3119",0
"34.DANIEL ZATERMAN","DANIEL ZATERMAN","34","Kings County",1,"Write-In3120",0
"34.DAVID WISENER","DAVID WISENER","34","Kings County",1,"Write-In3121",0
"34.DAVID ZONTAK","DAVID ZONTAK","34","Kings County",1,"Write-In3122",0
"34.DEBORAH SCROGGINS","DEBORAH SCROGGINS","34","Kings County",1,"Write-In3123",0
"34.DONALD J TRUMP","DONALD J TRUMP","34","Kings County",2,"Write-In3124",0
"34.EDWIN H MORRIS","EDWIN H MORRIS","34","Kings County",1,"Write-In3125",0
"34.ELIZABETH TOFT","ELIZABETH TOFT","34","Queens County",1,"Write-In3126",0
"34.ERIC L. ADAMS","ERIC L. ADAMS","34","Kings County",6,"Write-In3127",0
"34.ERICA BAILEY","ERICA BAILEY","34","Kings County",1,"Write-In3128",0
"34.FRA BELKIN","FRA BELKIN","34","Kings County",1,"Write-In3129",0
"34.GINA BARROS","GINA BARROS","34","Kings County",1,"Write-In3130",0
"34.GIUSEPPE FALCO","GIUSEPPE FALCO","34","Kings County",2,"Write-In3131",0
"34.HAILEY WELCH","HAILEY WELCH","34","Queens County",1,"Write-In3132",0
"34.HANNA FREUND","HANNA FREUND","34","Kings County",1,"Write-In3133",0
"34.HANNAN SHARGMI","HANNAN SHARGMI","34","Kings County",1,"Write-In3134",0
"34.ISAAC WALDMEN","ISAAC WALDMEN","34","Kings County",1,"Write-In3135",0
"34.JANINE ACQUAFREDDA","JANINE ACQUAFREDDA","34","Kings County",1,"Write-In3136",0
"34.JAPERN NGAYCA","JAPERN NGAYCA","34","Kings County",1,"Write-In3137",0
"34.JASON NEVIVS","JASON NEVIVS","34","Kings County",1,"Write-In3138",0
"34.JENIFER RAJKUMAR","JENIFER RAJKUMAR","34","Queens County",1,"Write-In3139",0
"34.Jennifer Gutierrez","Jennifer Gutierrez","34","Kings County and Queens County",44402,"Democratic and Working Families",1
"34.JETT DOLITTLE","JETT DOLITTLE","34","Kings County",1,"Write-In3140",0
"34.JOANN ARIOLA","JOANN ARIOLA","34","Kings County",1,"Write-In3141",0
"34.JOE LENTOL","JOE LENTOL","34","Kings County",2,"Write-In3142",0
"34.JOHN DOE","JOHN DOE","34","Queens County",1,"Write-In3143",0
"34.JOHN SMITH","JOHN SMITH","34","Queens County",1,"Write-In3144",0
"34.JON CARNERO","JON CARNERO","34","Kings County",1,"Write-In3145",0
